1.96349540849  2.28410666548  100  3
3.02643062499  4.41285852391  100  10
4.52525278856  5.42070095931  100  27
5.94510083066  5.75264826083  100  33
7.05054561357  5.67793239426  100  52
8.34612140467  5.64872185809  100  69
9.5917596022  5.41554731727  100  99
10.7486261116  5.46339301731  100  106
11.8565666823  5.56460238753  100  123
13.0426502514  5.59170948657  100  187
14.3450825158  5.63725471287  100  222
15.7561504084  5.53716095579  100  303
16.9828339684  5.51851747513  100  250
18.2241124613  5.5379917783  100  387
19.4806340477  5.54482145648  100  328
20.7411072082  5.63017779053  100  398
22.0305731898  5.55405964803  100  285
23.1977587155  5.54520050997  100  275
24.4280463344  5.4936686261  100  221
25.6468310518  5.53289152517  100  175
26.9835420181  5.58993759922  100  131
28.3242131785  5.72459864648  100  52
29.4507412141  5.5546417561  100  33
30.6799486273  5.47530990057  100  13
31.8061645859  5.40177837901  100  5
32.9141807674  5.54791614028  100  1
